model,contrastive,acc1,acc5,precision_macro,recall_macro,f1_macro,gradient,window,seed,lr,batch,epochs,run_name,timestamp,_source_file
transformer,True,36.72316372394562,74.7645914554596,32.22954224642065,37.44318181818181,31.972053331346373,0,100,64,0.001,32,90,SEL_grad0_w100-transformer-c1-g0-w100-bs32-lr0.001-seed64-20260222-183256-8ecc82,2026-02-22T18:33:38,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad0_w100-transformer-c1-g0-w100-bs32-lr0.001-seed64-20260222-183256-8ecc82/results.jsonl
transformer,True,34.83992516994476,68.92655491828918,33.59115139246718,35.70858585858586,32.44279317406851,0,100,64,0.003,32,90,SEL_grad0_w100-transformer-c1-g0-w100-bs32-lr0.003-seed64-20260222-183734-aa9eb7,2026-02-22T18:38:16,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad0_w100-transformer-c1-g0-w100-bs32-lr0.003-seed64-20260222-183734-aa9eb7/results.jsonl
lstm,True,34.08662974834442,70.99811434745789,35.7286877190801,34.48636363636364,31.045101002850707,0,100,64,0.003,32,90,SEL_grad0_w100-lstm-c1-g0-w100-bs32-lr0.003-seed64-20260222-183600-9a6858,2026-02-22T18:36:44,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad0_w100-lstm-c1-g0-w100-bs32-lr0.003-seed64-20260222-183600-9a6858/results.jsonl
lstm,True,32.768359780311584,64.40677642822266,31.27980662612242,33.60580808080808,29.994325037700953,0,100,64,0.001,32,90,SEL_grad0_w100-lstm-c1-g0-w100-bs32-lr0.001-seed64-20260222-183123-7cf57d,2026-02-22T18:32:07,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad0_w100-lstm-c1-g0-w100-bs32-lr0.001-seed64-20260222-183123-7cf57d/results.jsonl
cnn,True,26.74199640750885,68.54990720748901,22.029426292661586,26.30732323232323,22.41612773488162,0,100,64,0.0003,32,90,SEL_grad0_w100-cnn-c1-g0-w100-bs32-lr0.0003-seed64-20260222-182618-7b4960,2026-02-22T18:26:40,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad0_w100-cnn-c1-g0-w100-bs32-lr0.0003-seed64-20260222-182618-7b4960/results.jsonl
lstm,True,26.553672552108765,59.133708477020264,22.65958386325625,27.107828282828283,22.74752160294543,0,100,64,0.0003,32,90,SEL_grad0_w100-lstm-c1-g0-w100-bs32-lr0.0003-seed64-20260222-182706-2502c5,2026-02-22T18:27:45,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad0_w100-lstm-c1-g0-w100-bs32-lr0.0003-seed64-20260222-182706-2502c5/results.jsonl
mlp,True,26.177024841308594,58.568739891052246,22.89627782777937,25.43762626262626,21.267742087333737,0,100,64,0.003,32,90,SEL_grad0_w100-mlp-c1-g0-w100-bs32-lr0.003-seed64-20260222-183425-62e7d3,2026-02-22T18:34:44,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad0_w100-mlp-c1-g0-w100-bs32-lr0.003-seed64-20260222-183425-62e7d3/results.jsonl
cnn,True,24.482108652591705,68.54990720748901,23.51373641903054,24.098484848484848,21.11785580876295,0,100,64,0.001,32,90,SEL_grad0_w100-cnn-c1-g0-w100-bs32-lr0.001-seed64-20260222-183032-629852,2026-02-22T18:30:54,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad0_w100-cnn-c1-g0-w100-bs32-lr0.001-seed64-20260222-183032-629852/results.jsonl
mlp,True,24.482108652591705,57.62711763381958,24.376681272675185,24.17676767676768,20.437740621951146,0,100,64,0.0003,32,90,SEL_grad0_w100-mlp-c1-g0-w100-bs32-lr0.0003-seed64-20260222-182531-cd8aa2,2026-02-22T18:25:54,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad0_w100-mlp-c1-g0-w100-bs32-lr0.0003-seed64-20260222-182531-cd8aa2/results.jsonl
cnn,True,24.29378479719162,66.47834181785583,22.47056719111841,24.167676767676767,20.719215413752334,0,100,64,0.003,32,90,SEL_grad0_w100-cnn-c1-g0-w100-bs32-lr0.003-seed64-20260222-183509-944d69,2026-02-22T18:35:31,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed64/SEL_grad0_w100-cnn-c1-g0-w100-bs32-lr0.003-seed64-20260222-183509-944d69/results.jsonl
