model,contrastive,acc1,acc5,precision_macro,recall_macro,f1_macro,gradient,window,seed,lr,batch,epochs,run_name,timestamp,_source_file
transformer,True,35.593220591545105,69.11487579345703,32.898991376177406,36.43308080808081,32.871238650714055,0,100,520,0.003,32,90,SEL_grad0_w100-transformer-c1-g0-w100-bs32-lr0.003-seed520-20260222-042519-90725c,2026-02-22T04:26:11,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100/SEL_grad0_w100-transformer-c1-g0-w100-bs32-lr0.003-seed520-20260222-042519-90725c/results.jsonl
transformer,True,34.65160131454468,74.7645914554596,35.00655293842013,35.027272727272724,32.840844799593576,0,100,520,0.001,32,90,SEL_grad0_w100-transformer-c1-g0-w100-bs32-lr0.001-seed520-20260222-041926-ce6913,2026-02-22T04:20:19,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100/SEL_grad0_w100-transformer-c1-g0-w100-bs32-lr0.001-seed520-20260222-041926-ce6913/results.jsonl
lstm,True,30.88512122631073,62.711864709854126,31.30904344193818,31.238636363636363,28.88041988753529,0,100,520,0.0003,32,90,SEL_grad0_w100-lstm-c1-g0-w100-bs32-lr0.0003-seed520-20260222-041141-49db0b,2026-02-22T04:12:34,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100/SEL_grad0_w100-lstm-c1-g0-w100-bs32-lr0.0003-seed520-20260222-041141-49db0b/results.jsonl
lstm,True,30.88512122631073,59.32203531265259,29.65884775026651,31.38939393939394,27.688924487035376,0,100,520,0.003,32,90,SEL_grad0_w100-lstm-c1-g0-w100-bs32-lr0.003-seed520-20260222-042326-050147,2026-02-22T04:24:20,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100/SEL_grad0_w100-lstm-c1-g0-w100-bs32-lr0.003-seed520-20260222-042326-050147/results.jsonl
lstm,True,28.81355881690979,64.21845555305481,25.986395475869156,29.052777777777777,25.320228943850566,0,100,520,0.001,32,90,SEL_grad0_w100-lstm-c1-g0-w100-bs32-lr0.001-seed520-20260222-041734-af7f6c,2026-02-22T04:18:27,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100/SEL_grad0_w100-lstm-c1-g0-w100-bs32-lr0.001-seed520-20260222-041734-af7f6c/results.jsonl
cnn,True,25.800377130508423,67.41995811462402,23.577277451907115,25.64949494949495,22.082189787334837,0,100,520,0.0003,32,90,SEL_grad0_w100-cnn-c1-g0-w100-bs32-lr0.0003-seed520-20260222-041029-a1b700,2026-02-22T04:11:02,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100/SEL_grad0_w100-cnn-c1-g0-w100-bs32-lr0.0003-seed520-20260222-041029-a1b700/results.jsonl
cnn,True,25.800377130508423,66.29001498222351,29.75241883633845,25.80454545454545,22.690734814851922,0,100,520,0.001,32,90,SEL_grad0_w100-cnn-c1-g0-w100-bs32-lr0.001-seed520-20260222-041622-220ab1,2026-02-22T04:16:55,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100/SEL_grad0_w100-cnn-c1-g0-w100-bs32-lr0.001-seed520-20260222-041622-220ab1/results.jsonl
cnn,True,25.423729419708252,63.276833295822144,21.632836659918187,25.21843434343435,20.713151709714356,0,100,520,0.003,32,90,SEL_grad0_w100-cnn-c1-g0-w100-bs32-lr0.003-seed520-20260222-042215-94f7e7,2026-02-22T04:22:47,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100/SEL_grad0_w100-cnn-c1-g0-w100-bs32-lr0.003-seed520-20260222-042215-94f7e7/results.jsonl
mlp,True,25.099602341651917,54.38247323036194,23.922127082553203,25.17373737373737,21.739382523321144,25,100,520,0.001,32,90,SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.001-seed520-20260222-041555-2e63a9,2026-02-22T04:16:19,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100/SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.001-seed520-20260222-041555-2e63a9/results.jsonl
mlp,True,24.70119595527649,53.98406386375427,24.20105270546447,24.76161616161616,21.398584692727717,25,100,520,0.0003,32,90,SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed520-20260222-041002-89d165,2026-02-22T04:10:26,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100/SEL_grad25_w100-mlp-c1-g25-w100-bs32-lr0.0003-seed520-20260222-041002-89d165/results.jsonl
