model,contrastive,acc1,acc5,precision_macro,recall_macro,f1_macro,gradient,window,seed,lr,batch,epochs,run_name,timestamp,_source_file
transformer,True,39.92466926574707,76.64783000946045,35.68358018027052,40.80075757575758,35.60182141387478,0,100,42,0.001,32,90,SEL_grad0_w100-transformer-c1-g0-w100-bs32-lr0.001-seed42-20260224-042031-f88fe4,2026-02-24T04:21:08,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed42/SEL_grad0_w100-transformer-c1-g0-w100-bs32-lr0.001-seed42-20260224-042031-f88fe4/results.jsonl
transformer,True,34.46327745914459,73.25800061225891,32.40143665072458,34.98712121212122,31.78605603102759,0,100,42,0.003,32,90,SEL_grad0_w100-transformer-c1-g0-w100-bs32-lr0.003-seed42-20260224-042435-732ed2,2026-02-24T04:25:12,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed42/SEL_grad0_w100-transformer-c1-g0-w100-bs32-lr0.003-seed42-20260224-042435-732ed2/results.jsonl
cnn,True,30.50847351551056,70.24481892585754,32.62859988782909,30.667929292929298,28.505487851135484,0,100,42,0.0003,32,90,SEL_grad0_w100-cnn-c1-g0-w100-bs32-lr0.0003-seed42-20260224-041417-2283b0,2026-02-24T04:14:39,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed42/SEL_grad0_w100-cnn-c1-g0-w100-bs32-lr0.0003-seed42-20260224-041417-2283b0/results.jsonl
lstm,True,29.943501949310303,68.36158037185669,26.36300135286203,30.498484848484853,26.065358878243135,0,100,42,0.003,32,90,SEL_grad0_w100-lstm-c1-g0-w100-bs32-lr0.003-seed42-20260224-042315-7094b0,2026-02-24T04:23:53,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed42/SEL_grad0_w100-lstm-c1-g0-w100-bs32-lr0.003-seed42-20260224-042315-7094b0/results.jsonl
cnn,True,28.81355881690979,66.29001498222351,29.788232424610133,29.054545454545462,25.6876014155034,0,100,42,0.003,32,90,SEL_grad0_w100-cnn-c1-g0-w100-bs32-lr0.003-seed42-20260224-042229-091d9b,2026-02-24T04:22:49,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed42/SEL_grad0_w100-cnn-c1-g0-w100-bs32-lr0.003-seed42-20260224-042229-091d9b/results.jsonl
lstm,True,28.43691110610962,70.99811434745789,31.034060203716958,28.958333333333336,26.860222258765944,0,100,42,0.001,32,90,SEL_grad0_w100-lstm-c1-g0-w100-bs32-lr0.001-seed42-20260224-041910-e62dad,2026-02-24T04:19:48,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed42/SEL_grad0_w100-lstm-c1-g0-w100-bs32-lr0.001-seed42-20260224-041910-e62dad/results.jsonl
cnn,True,27.871939539909363,69.4915235042572,26.653133291775543,27.705555555555563,25.289887199855425,0,100,42,0.001,32,90,SEL_grad0_w100-cnn-c1-g0-w100-bs32-lr0.001-seed42-20260224-041824-175a29,2026-02-24T04:18:45,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed42/SEL_grad0_w100-cnn-c1-g0-w100-bs32-lr0.001-seed42-20260224-041824-175a29/results.jsonl
mlp,True,26.930320262908936,58.38041305541992,25.19327816703848,26.857070707070708,23.209882393568773,0,100,42,0.0003,32,90,SEL_grad0_w100-mlp-c1-g0-w100-bs32-lr0.0003-seed42-20260224-041332-ea5f0b,2026-02-24T04:13:54,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed42/SEL_grad0_w100-mlp-c1-g0-w100-bs32-lr0.0003-seed42-20260224-041332-ea5f0b/results.jsonl
lstm,True,25.98870098590851,58.192092180252075,21.898102990979577,25.914646464646466,21.786665394864876,0,100,42,0.0003,32,90,SEL_grad0_w100-lstm-c1-g0-w100-bs32-lr0.0003-seed42-20260224-041505-2bd19b,2026-02-24T04:15:43,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed42/SEL_grad0_w100-lstm-c1-g0-w100-bs32-lr0.0003-seed42-20260224-041505-2bd19b/results.jsonl
mlp,True,25.800377130508423,58.00376534461975,24.026357330971937,26.031565656565657,21.871147598926385,0,100,42,0.003,32,90,SEL_grad0_w100-mlp-c1-g0-w100-bs32-lr0.003-seed42-20260224-042149-0c876b,2026-02-24T04:22:07,/orcd/home/002/dewei/workspace/SmellNet/models/contrastive_runs_w100_seed42/SEL_grad0_w100-mlp-c1-g0-w100-bs32-lr0.003-seed42-20260224-042149-0c876b/results.jsonl
